sc_goal_min_dist,goal_spawn_clearance,bfs_clearance,inter_drone_min,spawn_mode,density,pct_all10_ok,avg_drone_ok,clean_drone_successes,total_clean_maps,total_discarded,total_fallbacks,avg_actual_density,avg_obs_count,infeasible,recommended_ceiling,ceiling_reason
5.0,1.5,0.5,0.5,clustered,0.2,98.0,9.98,499,50,0,0,0.21113912500000004,26.22,False,0.3,below_90pct
5.0,1.5,0.5,0.5,clustered,0.25,92.0,9.74,487,50,0,0,0.25958062500000006,34.6,False,0.3,below_90pct
5.0,1.5,0.5,0.5,clustered,0.3,90.0,9.18,459,50,0,0,0.30864737500000006,41.04,False,0.3,below_90pct
5.0,1.5,0.5,0.5,clustered,0.35,76.0,7.6,380,50,0,0,0.3557065,50.02,False,0.3,below_90pct
5.0,1.5,0.5,0.5,scattered,0.1,86.0,9.86,493,50,0,0,0.11082175000000002,13.02,False,NONE,below_90pct
5.0,1.5,0.5,0.5,scattered,0.15,72.0,9.7,485,50,0,0,0.15974862500000003,20.26,False,NONE,below_90pct
5.0,1.5,0.5,0.5,scattered,0.2,56.00000000000001,9.36,468,50,0,0,0.21113912500000004,26.22,False,NONE,below_90pct
5.0,1.5,0.5,0.5,scattered,0.25,48.0,9.1,455,50,0,0,0.25958062500000006,34.6,False,NONE,below_90pct
5.0,1.5,0.5,0.5,scattered,0.3,38.0,8.8,440,50,0,0,0.30864737500000006,41.04,False,NONE,below_90pct
5.0,1.5,0.5,0.5,scattered,0.35,12.0,7.58,379,50,0,0,0.3557065,50.02,False,NONE,below_90pct
5.0,2.0,0.4,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11142887500000002,13.14,False,0.35,all_pass
5.0,2.0,0.4,0.2,clustered,0.15,100.0,10.0,500,50,0,0,0.15980800000000003,19.4,False,0.35,all_pass
5.0,2.0,0.4,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20930550000000003,27.22,False,0.35,all_pass
5.0,2.0,0.4,0.2,clustered,0.25,100.0,10.0,500,50,0,0,0.2593655000000001,34.02,False,0.35,all_pass
5.0,2.0,0.4,0.2,clustered,0.3,92.0,9.2,460,50,0,0,0.307243875,40.9,False,0.35,all_pass
5.0,2.0,0.4,0.2,clustered,0.35,90.0,9.0,450,50,0,0,0.35738987500000013,50.7,False,0.35,all_pass
5.0,2.0,0.4,0.2,scattered,0.1,98.0,9.98,499,50,0,0,0.11142887500000002,13.14,False,0.25,below_90pct
5.0,2.0,0.4,0.2,scattered,0.15,96.0,9.94,497,50,0,0,0.15980800000000003,19.4,False,0.25,below_90pct
5.0,2.0,0.4,0.2,scattered,0.2,98.0,9.84,492,50,0,0,0.20930550000000003,27.22,False,0.25,below_90pct
5.0,2.0,0.4,0.2,scattered,0.25,90.0,9.8,490,50,0,0,0.2593655000000001,34.02,False,0.25,below_90pct
5.0,2.0,0.4,0.2,scattered,0.3,72.0,9.14,457,50,0,0,0.307243875,40.9,False,0.25,below_90pct
5.0,2.0,0.4,0.2,scattered,0.35,78.0,9.18,459,50,0,0,0.35738987500000013,50.7,False,0.25,below_90pct
5.0,2.0,0.4,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11142887500000002,13.14,False,0.35,all_pass
5.0,2.0,0.4,0.35,clustered,0.15,100.0,10.0,500,50,0,0,0.15980800000000003,19.4,False,0.35,all_pass
5.0,2.0,0.4,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.20930550000000003,27.22,False,0.35,all_pass
5.0,2.0,0.4,0.35,clustered,0.25,100.0,10.0,500,50,0,0,0.2593655000000001,34.02,False,0.35,all_pass
5.0,2.0,0.4,0.35,clustered,0.3,92.0,9.2,460,50,0,0,0.307243875,40.9,False,0.35,all_pass
5.0,2.0,0.4,0.35,clustered,0.35,90.0,9.0,450,50,0,0,0.35738987500000013,50.7,False,0.35,all_pass
5.0,2.0,0.4,0.35,scattered,0.1,98.0,9.98,499,50,0,0,0.11142887500000002,13.14,False,0.25,below_90pct
5.0,2.0,0.4,0.35,scattered,0.15,96.0,9.94,497,50,0,0,0.15980800000000003,19.4,False,0.25,below_90pct
5.0,2.0,0.4,0.35,scattered,0.2,98.0,9.84,492,50,0,0,0.20930550000000003,27.22,False,0.25,below_90pct
5.0,2.0,0.4,0.35,scattered,0.25,90.0,9.82,491,50,0,0,0.2593655000000001,34.02,False,0.25,below_90pct
5.0,2.0,0.4,0.35,scattered,0.3,72.0,9.14,457,50,0,0,0.307243875,40.9,False,0.25,below_90pct
5.0,2.0,0.4,0.35,scattered,0.35,78.0,9.18,459,50,0,0,0.35738987500000013,50.7,False,0.25,below_90pct
5.0,2.0,0.4,0.5,clustered,0.1,100.0,10.0,500,50,0,0,0.11142887500000002,13.14,False,0.35,all_pass
5.0,2.0,0.4,0.5,clustered,0.15,100.0,10.0,500,50,0,0,0.15980800000000003,19.4,False,0.35,all_pass
5.0,2.0,0.4,0.5,clustered,0.2,100.0,10.0,500,50,0,0,0.20930550000000003,27.22,False,0.35,all_pass
5.0,2.0,0.4,0.5,clustered,0.25,100.0,10.0,500,50,0,0,0.2593655000000001,34.02,False,0.35,all_pass
5.0,2.0,0.4,0.5,clustered,0.3,92.0,9.2,460,50,0,0,0.307243875,40.9,False,0.35,all_pass
5.0,2.0,0.4,0.5,clustered,0.35,90.0,9.0,450,50,0,0,0.35738987500000013,50.7,False,0.35,all_pass
5.0,2.0,0.4,0.5,scattered,0.1,98.0,9.98,499,50,0,0,0.11142887500000002,13.14,False,0.25,below_90pct
5.0,2.0,0.4,0.5,scattered,0.15,96.0,9.94,497,50,0,0,0.15980800000000003,19.4,False,0.25,below_90pct
5.0,2.0,0.4,0.5,scattered,0.2,98.0,9.84,492,50,0,0,0.20930550000000003,27.22,False,0.25,below_90pct
5.0,2.0,0.4,0.5,scattered,0.25,90.0,9.82,491,50,0,0,0.2593655000000001,34.02,False,0.25,below_90pct
5.0,2.0,0.4,0.5,scattered,0.3,72.0,9.14,457,50,0,0,0.307243875,40.9,False,0.25,below_90pct
5.0,2.0,0.4,0.5,scattered,0.35,78.0,9.16,458,50,0,0,0.35738987500000013,50.7,False,0.25,below_90pct
5.0,2.0,0.44999999999999996,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11142887500000002,13.14,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.2,clustered,0.15,100.0,10.0,500,50,0,0,0.15980800000000003,19.4,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20930550000000003,27.22,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.2,clustered,0.25,98.0,9.98,499,50,0,0,0.2593655000000001,34.02,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.2,clustered,0.3,90.0,9.0,450,50,0,0,0.307243875,40.9,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.2,clustered,0.35,80.0,8.18,409,50,0,0,0.35738987500000013,50.7,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.2,scattered,0.1,92.0,9.92,496,50,0,0,0.11142887500000002,13.14,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.2,scattered,0.15,84.0,9.82,491,50,0,0,0.15980800000000003,19.4,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.2,scattered,0.2,78.0,9.62,481,50,0,0,0.20930550000000003,27.22,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.2,scattered,0.25,82.0,9.68,484,50,0,0,0.2593655000000001,34.02,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.2,scattered,0.3,60.0,8.92,446,50,0,0,0.307243875,40.9,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.2,scattered,0.35,52.0,8.4,420,50,0,0,0.35738987500000013,50.7,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11142887500000002,13.14,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.35,clustered,0.15,100.0,10.0,500,50,0,0,0.15980800000000003,19.4,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.20930550000000003,27.22,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.35,clustered,0.25,100.0,10.0,500,50,0,0,0.2593655000000001,34.02,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.35,clustered,0.3,90.0,9.0,450,50,0,0,0.307243875,40.9,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.35,clustered,0.35,80.0,8.18,409,50,0,0,0.35738987500000013,50.7,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.35,scattered,0.1,92.0,9.92,496,50,0,0,0.11142887500000002,13.14,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.35,scattered,0.15,84.0,9.82,491,50,0,0,0.15980800000000003,19.4,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.35,scattered,0.2,78.0,9.62,481,50,0,0,0.20930550000000003,27.22,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.35,scattered,0.25,82.0,9.7,485,50,0,0,0.2593655000000001,34.02,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.35,scattered,0.3,60.0,8.92,446,50,0,0,0.307243875,40.9,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.35,scattered,0.35,52.0,8.4,420,50,0,0,0.35738987500000013,50.7,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.5,clustered,0.1,98.0,9.98,499,50,0,0,0.11142887500000002,13.14,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.5,clustered,0.15,100.0,10.0,500,50,0,0,0.15980800000000003,19.4,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.5,clustered,0.2,100.0,10.0,500,50,0,0,0.20930550000000003,27.22,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.5,clustered,0.25,100.0,10.0,500,50,0,0,0.2593655000000001,34.02,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.5,clustered,0.3,90.0,9.0,450,50,0,0,0.307243875,40.9,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.5,clustered,0.35,80.0,8.18,409,50,0,0,0.35738987500000013,50.7,False,0.3,below_90pct
5.0,2.0,0.44999999999999996,0.5,scattered,0.1,92.0,9.92,496,50,0,0,0.11142887500000002,13.14,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.5,scattered,0.15,84.0,9.82,491,50,0,0,0.15980800000000003,19.4,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.5,scattered,0.2,78.0,9.62,481,50,0,0,0.20930550000000003,27.22,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.5,scattered,0.25,82.0,9.7,485,50,0,0,0.2593655000000001,34.02,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.5,scattered,0.3,60.0,8.92,446,50,0,0,0.307243875,40.9,False,0.1,below_90pct
5.0,2.0,0.44999999999999996,0.5,scattered,0.35,52.0,8.38,419,50,0,0,0.35738987500000013,50.7,False,0.1,below_90pct
5.0,2.0,0.5,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11142887500000002,13.14,False,0.25,below_90pct
5.0,2.0,0.5,0.2,clustered,0.15,98.0,9.98,499,50,0,0,0.15980800000000003,19.4,False,0.25,below_90pct
5.0,2.0,0.5,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20930550000000003,27.22,False,0.25,below_90pct
5.0,2.0,0.5,0.2,clustered,0.25,96.0,9.78,489,50,0,0,0.2593655000000001,34.02,False,0.25,below_90pct
5.0,2.0,0.5,0.2,clustered,0.3,88.0,8.98,449,50,0,0,0.307243875,40.9,False,0.25,below_90pct
5.0,2.0,0.5,0.2,clustered,0.35,74.0,7.76,388,50,0,0,0.35738987500000013,50.7,False,0.25,below_90pct
5.0,2.0,0.5,0.2,scattered,0.1,84.0,9.84,492,50,0,0,0.11142887500000002,13.14,False,NONE,below_90pct
5.0,2.0,0.5,0.2,scattered,0.15,76.0,9.68,484,50,0,0,0.15980800000000003,19.4,False,NONE,below_90pct
5.0,2.0,0.5,0.2,scattered,0.2,66.0,9.5,475,50,0,0,0.20930550000000003,27.22,False,NONE,below_90pct
5.0,2.0,0.5,0.2,scattered,0.25,57.99999999999999,9.32,466,50,0,0,0.2593655000000001,34.02,False,NONE,below_90pct
5.0,2.0,0.5,0.2,scattered,0.3,48.0,8.62,431,50,0,0,0.307243875,40.9,False,NONE,below_90pct
5.0,2.0,0.5,0.2,scattered,0.35,30.0,7.84,392,50,0,0,0.35738987500000013,50.7,False,NONE,below_90pct
5.0,2.0,0.5,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11142887500000002,13.14,False,0.3,below_90pct
5.0,2.0,0.5,0.35,clustered,0.15,98.0,9.98,499,50,0,0,0.15980800000000003,19.4,False,0.3,below_90pct
5.0,2.0,0.5,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.20930550000000003,27.22,False,0.3,below_90pct
5.0,2.0,0.5,0.35,clustered,0.25,98.0,9.8,490,50,0,0,0.2593655000000001,34.02,False,0.3,below_90pct
5.0,2.0,0.5,0.35,clustered,0.3,90.0,9.0,450,50,0,0,0.307243875,40.9,False,0.3,below_90pct
5.0,2.0,0.5,0.35,clustered,0.35,74.0,7.76,388,50,0,0,0.35738987500000013,50.7,False,0.3,below_90pct
5.0,2.0,0.5,0.35,scattered,0.1,84.0,9.84,492,50,0,0,0.11142887500000002,13.14,False,NONE,below_90pct
5.0,2.0,0.5,0.35,scattered,0.15,76.0,9.68,484,50,0,0,0.15980800000000003,19.4,False,NONE,below_90pct
5.0,2.0,0.5,0.35,scattered,0.2,66.0,9.5,475,50,0,0,0.20930550000000003,27.22,False,NONE,below_90pct
5.0,2.0,0.5,0.35,scattered,0.25,57.99999999999999,9.34,467,50,0,0,0.2593655000000001,34.02,False,NONE,below_90pct
5.0,2.0,0.5,0.35,scattered,0.3,48.0,8.62,431,50,0,0,0.307243875,40.9,False,NONE,below_90pct
5.0,2.0,0.5,0.35,scattered,0.35,30.0,7.84,392,50,0,0,0.35738987500000013,50.7,False,NONE,below_90pct
5.0,2.0,0.5,0.5,clustered,0.1,98.0,9.98,499,50,0,0,0.11142887500000002,13.14,False,0.3,below_90pct
5.0,2.0,0.5,0.5,clustered,0.15,98.0,9.98,499,50,0,0,0.15980800000000003,19.4,False,0.3,below_90pct
5.0,2.0,0.5,0.5,clustered,0.2,96.0,9.96,498,50,0,0,0.20930550000000003,27.22,False,0.3,below_90pct
5.0,2.0,0.5,0.5,clustered,0.25,98.0,9.8,490,50,0,0,0.2593655000000001,34.02,False,0.3,below_90pct
5.0,2.0,0.5,0.5,clustered,0.3,90.0,9.0,450,50,0,0,0.307243875,40.9,False,0.3,below_90pct
5.0,2.0,0.5,0.5,clustered,0.35,72.0,7.74,387,50,0,0,0.35738987500000013,50.7,False,0.3,below_90pct
5.0,2.0,0.5,0.5,scattered,0.1,84.0,9.84,492,50,0,0,0.11142887500000002,13.14,False,NONE,below_90pct
5.0,2.0,0.5,0.5,scattered,0.15,76.0,9.68,484,50,0,0,0.15980800000000003,19.4,False,NONE,below_90pct
5.0,2.0,0.5,0.5,scattered,0.2,66.0,9.5,475,50,0,0,0.20930550000000003,27.22,False,NONE,below_90pct
5.0,2.0,0.5,0.5,scattered,0.25,57.99999999999999,9.34,467,50,0,0,0.2593655000000001,34.02,False,NONE,below_90pct
5.0,2.0,0.5,0.5,scattered,0.3,48.0,8.62,431,50,0,0,0.307243875,40.9,False,NONE,below_90pct
5.0,2.0,0.5,0.5,scattered,0.35,30.0,7.8,390,50,0,0,0.35738987500000013,50.7,False,NONE,below_90pct
6.0,1.0,0.4,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11264612500000001,13.6,False,0.35,all_pass
6.0,1.0,0.4,0.2,clustered,0.15,100.0,10.0,500,50,0,0,0.16042700000000004,19.3,False,0.35,all_pass
6.0,1.0,0.4,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20897562500000003,27.6,False,0.35,all_pass
6.0,1.0,0.4,0.2,clustered,0.25,100.0,10.0,500,50,0,0,0.2590955000000001,34.64,False,0.35,all_pass
6.0,1.0,0.4,0.2,clustered,0.3,92.0,9.2,460,50,0,0,0.30693287500000005,41.08,False,0.35,all_pass
6.0,1.0,0.4,0.2,clustered,0.35,90.0,9.0,450,50,0,0,0.357516875,50.38,False,0.35,all_pass
6.0,1.0,0.4,0.2,scattered,0.1,98.0,9.98,499,50,0,0,0.11264612500000001,13.6,False,0.25,below_90pct
6.0,1.0,0.4,0.2,scattered,0.15,96.0,9.94,497,50,0,0,0.16042700000000004,19.3,False,0.25,below_90pct
6.0,1.0,0.4,0.2,scattered,0.2,98.0,9.84,492,50,0,0,0.20897562500000003,27.6,False,0.25,below_90pct
6.0,1.0,0.4,0.2,scattered,0.25,92.0,9.9,495,50,0,0,0.2590955000000001,34.64,False,0.25,below_90pct
6.0,1.0,0.4,0.2,scattered,0.3,76.0,9.26,463,50,0,0,0.30693287500000005,41.08,False,0.25,below_90pct
6.0,1.0,0.4,0.2,scattered,0.35,78.0,9.18,459,50,0,0,0.357516875,50.38,False,0.25,below_90pct
6.0,1.0,0.4,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11264612500000001,13.6,False,0.35,all_pass
6.0,1.0,0.4,0.35,clustered,0.15,100.0,10.0,500,50,0,0,0.16042700000000004,19.3,False,0.35,all_pass
6.0,1.0,0.4,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.20897562500000003,27.6,False,0.35,all_pass
6.0,1.0,0.4,0.35,clustered,0.25,100.0,10.0,500,50,0,0,0.2590955000000001,34.64,False,0.35,all_pass
6.0,1.0,0.4,0.35,clustered,0.3,92.0,9.2,460,50,0,0,0.30693287500000005,41.08,False,0.35,all_pass
6.0,1.0,0.4,0.35,clustered,0.35,90.0,9.0,450,50,0,0,0.357516875,50.38,False,0.35,all_pass
6.0,1.0,0.4,0.35,scattered,0.1,98.0,9.98,499,50,0,0,0.11264612500000001,13.6,False,0.25,below_90pct
6.0,1.0,0.4,0.35,scattered,0.15,96.0,9.94,497,50,0,0,0.16042700000000004,19.3,False,0.25,below_90pct
6.0,1.0,0.4,0.35,scattered,0.2,98.0,9.84,492,50,0,0,0.20897562500000003,27.6,False,0.25,below_90pct
6.0,1.0,0.4,0.35,scattered,0.25,92.0,9.9,495,50,0,0,0.2590955000000001,34.64,False,0.25,below_90pct
6.0,1.0,0.4,0.35,scattered,0.3,76.0,9.26,463,50,0,0,0.30693287500000005,41.08,False,0.25,below_90pct
6.0,1.0,0.4,0.35,scattered,0.35,78.0,9.18,459,50,0,0,0.357516875,50.38,False,0.25,below_90pct
6.0,1.0,0.4,0.5,clustered,0.1,100.0,10.0,500,50,0,0,0.11264612500000001,13.6,False,0.35,all_pass
6.0,1.0,0.4,0.5,clustered,0.15,100.0,10.0,500,50,0,0,0.16042700000000004,19.3,False,0.35,all_pass
6.0,1.0,0.4,0.5,clustered,0.2,100.0,10.0,500,50,0,0,0.20897562500000003,27.6,False,0.35,all_pass
6.0,1.0,0.4,0.5,clustered,0.25,100.0,10.0,500,50,0,0,0.2590955000000001,34.64,False,0.35,all_pass
6.0,1.0,0.4,0.5,clustered,0.3,92.0,9.2,460,50,0,0,0.30693287500000005,41.08,False,0.35,all_pass
6.0,1.0,0.4,0.5,clustered,0.35,90.0,9.0,450,50,0,0,0.357516875,50.38,False,0.35,all_pass
6.0,1.0,0.4,0.5,scattered,0.1,98.0,9.98,499,50,0,0,0.11264612500000001,13.6,False,0.25,below_90pct
6.0,1.0,0.4,0.5,scattered,0.15,96.0,9.94,497,50,0,0,0.16042700000000004,19.3,False,0.25,below_90pct
6.0,1.0,0.4,0.5,scattered,0.2,98.0,9.84,492,50,0,0,0.20897562500000003,27.6,False,0.25,below_90pct
6.0,1.0,0.4,0.5,scattered,0.25,90.0,9.88,494,50,0,0,0.2590955000000001,34.64,False,0.25,below_90pct
6.0,1.0,0.4,0.5,scattered,0.3,76.0,9.26,463,50,0,0,0.30693287500000005,41.08,False,0.25,below_90pct
6.0,1.0,0.4,0.5,scattered,0.35,78.0,9.16,458,50,0,0,0.357516875,50.38,False,0.25,below_90pct
6.0,1.0,0.44999999999999996,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11264612500000001,13.6,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.2,clustered,0.15,100.0,10.0,500,50,0,0,0.16042700000000004,19.3,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20897562500000003,27.6,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.2,clustered,0.25,98.0,9.98,499,50,0,0,0.2590955000000001,34.64,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.2,clustered,0.3,90.0,9.0,450,50,0,0,0.30693287500000005,41.08,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.2,clustered,0.35,80.0,8.18,409,50,0,0,0.357516875,50.38,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.2,scattered,0.1,92.0,9.92,496,50,0,0,0.11264612500000001,13.6,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.2,scattered,0.15,86.0,9.84,492,50,0,0,0.16042700000000004,19.3,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.2,scattered,0.2,78.0,9.62,481,50,0,0,0.20897562500000003,27.6,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.2,scattered,0.25,84.0,9.78,489,50,0,0,0.2590955000000001,34.64,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.2,scattered,0.3,57.99999999999999,8.98,449,50,0,0,0.30693287500000005,41.08,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.2,scattered,0.35,56.00000000000001,8.46,423,50,0,0,0.357516875,50.38,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11264612500000001,13.6,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.35,clustered,0.15,100.0,10.0,500,50,0,0,0.16042700000000004,19.3,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.20897562500000003,27.6,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.35,clustered,0.25,100.0,10.0,500,50,0,0,0.2590955000000001,34.64,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.35,clustered,0.3,90.0,9.0,450,50,0,0,0.30693287500000005,41.08,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.35,clustered,0.35,80.0,8.18,409,50,0,0,0.357516875,50.38,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.35,scattered,0.1,92.0,9.92,496,50,0,0,0.11264612500000001,13.6,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.35,scattered,0.15,86.0,9.84,492,50,0,0,0.16042700000000004,19.3,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.35,scattered,0.2,78.0,9.62,481,50,0,0,0.20897562500000003,27.6,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.35,scattered,0.25,84.0,9.78,489,50,0,0,0.2590955000000001,34.64,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.35,scattered,0.3,57.99999999999999,8.98,449,50,0,0,0.30693287500000005,41.08,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.35,scattered,0.35,56.00000000000001,8.46,423,50,0,0,0.357516875,50.38,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.5,clustered,0.1,98.0,9.98,499,50,0,0,0.11264612500000001,13.6,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.5,clustered,0.15,100.0,10.0,500,50,0,0,0.16042700000000004,19.3,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.5,clustered,0.2,100.0,10.0,500,50,0,0,0.20897562500000003,27.6,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.5,clustered,0.25,100.0,10.0,500,50,0,0,0.2590955000000001,34.64,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.5,clustered,0.3,90.0,9.0,450,50,0,0,0.30693287500000005,41.08,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.5,clustered,0.35,80.0,8.18,409,50,0,0,0.357516875,50.38,False,0.3,below_90pct
6.0,1.0,0.44999999999999996,0.5,scattered,0.1,92.0,9.92,496,50,0,0,0.11264612500000001,13.6,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.5,scattered,0.15,86.0,9.84,492,50,0,0,0.16042700000000004,19.3,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.5,scattered,0.2,78.0,9.62,481,50,0,0,0.20897562500000003,27.6,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.5,scattered,0.25,82.0,9.76,488,50,0,0,0.2590955000000001,34.64,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.5,scattered,0.3,57.99999999999999,8.98,449,50,0,0,0.30693287500000005,41.08,False,0.1,below_90pct
6.0,1.0,0.44999999999999996,0.5,scattered,0.35,56.00000000000001,8.44,422,50,0,0,0.357516875,50.38,False,0.1,below_90pct
6.0,1.0,0.5,0.2,clustered,0.1,100.0,10.0,500,50,0,0,0.11264612500000001,13.6,False,0.25,below_90pct
6.0,1.0,0.5,0.2,clustered,0.15,98.0,9.98,499,50,0,0,0.16042700000000004,19.3,False,0.25,below_90pct
6.0,1.0,0.5,0.2,clustered,0.2,100.0,10.0,500,50,0,0,0.20897562500000003,27.6,False,0.25,below_90pct
6.0,1.0,0.5,0.2,clustered,0.25,96.0,9.78,489,50,0,0,0.2590955000000001,34.64,False,0.25,below_90pct
6.0,1.0,0.5,0.2,clustered,0.3,88.0,8.98,449,50,0,0,0.30693287500000005,41.08,False,0.25,below_90pct
6.0,1.0,0.5,0.2,clustered,0.35,74.0,7.76,388,50,0,0,0.357516875,50.38,False,0.25,below_90pct
6.0,1.0,0.5,0.2,scattered,0.1,84.0,9.84,492,50,0,0,0.11264612500000001,13.6,False,NONE,below_90pct
6.0,1.0,0.5,0.2,scattered,0.15,72.0,9.66,483,50,0,0,0.16042700000000004,19.3,False,NONE,below_90pct
6.0,1.0,0.5,0.2,scattered,0.2,66.0,9.5,475,50,0,0,0.20897562500000003,27.6,False,NONE,below_90pct
6.0,1.0,0.5,0.2,scattered,0.25,60.0,9.42,471,50,0,0,0.2590955000000001,34.64,False,NONE,below_90pct
6.0,1.0,0.5,0.2,scattered,0.3,46.0,8.66,433,50,0,0,0.30693287500000005,41.08,False,NONE,below_90pct
6.0,1.0,0.5,0.2,scattered,0.35,30.0,7.86,393,50,0,0,0.357516875,50.38,False,NONE,below_90pct
6.0,1.0,0.5,0.35,clustered,0.1,100.0,10.0,500,50,0,0,0.11264612500000001,13.6,False,0.3,below_90pct
6.0,1.0,0.5,0.35,clustered,0.15,98.0,9.98,499,50,0,0,0.16042700000000004,19.3,False,0.3,below_90pct
6.0,1.0,0.5,0.35,clustered,0.2,100.0,10.0,500,50,0,0,0.20897562500000003,27.6,False,0.3,below_90pct
6.0,1.0,0.5,0.35,clustered,0.25,98.0,9.8,490,50,0,0,0.2590955000000001,34.64,False,0.3,below_90pct
6.0,1.0,0.5,0.35,clustered,0.3,90.0,9.0,450,50,0,0,0.30693287500000005,41.08,False,0.3,below_90pct
6.0,1.0,0.5,0.35,clustered,0.35,74.0,7.76,388,50,0,0,0.357516875,50.38,False,0.3,below_90pct
6.0,1.0,0.5,0.35,scattered,0.1,84.0,9.84,492,50,0,0,0.11264612500000001,13.6,False,NONE,below_90pct
